subscriber_id,product,region,acquisition_channel,start_date,contract_type,contract_end_date,bundle_depth,mrr,nps_score,status,churn_date,churn_reason,plan_change,propensity_score,tenure_months,tenure_cohort,last_interaction_date,days_to_churn,grace_period
SKY-01723,Sky Broadband,England,Telesales,2025-01-08,OOC,2025-08-04,double,57.96,5,active,,,none,0.098,15,1-2yr,2026-03-23,,false
SKY-01724,Sky Broadband,England,Direct,2025-08-29,rolling-monthly,,single,45.25,7,active,,,none,0.159,8,6-12m,2025-12-20,,false
SKY-01725,Sky Broadband,England,Online,2025-08-11,OOC,2026-01-01,single,44.71,10,active,,,none,0.209,8,6-12m,2025-12-05,,false
SKY-01726,Sky Protect,England,Online,2024-04-24,in-contract,2025-10-16,single,14.26,7,active,,,upgrade,0.179,24,2-5yr,2026-03-30,,false
SKY-01727,Sky Broadband,England,Online,2024-04-17,rolling-monthly,,single,47.07,4,churned,2024-07-25,price,none,0.946,3,0-6m,2024-05-05,81,false
SKY-01728,Sky Protect,NI,Direct,2024-04-20,OOC,2025-04-06,single,22.41,9,active,,,none,0.165,24,2-5yr,2025-12-10,,false
SKY-01729,Sky Protect,NI,Online,2025-04-15,in-contract,2027-04-05,single,16.57,1,active,,,none,0.29,12,1-2yr,2026-03-02,,false
SKY-01730,NOW TV,England,Online,2025-01-30,rolling-monthly,,triple,13.55,8,active,,,none,0.172,15,1-2yr,2025-10-06,,false
SKY-01731,Sky Mobile,England,Telesales,2024-06-11,OOC,2025-08-04,single,20.79,10,churned,2025-01-02,found_better_deal,none,0.859,7,6-12m,2024-10-24,70,false
SKY-01732,Sky Broadband,NI,Online,2025-06-14,rolling-monthly,,single,37.26,8,active,,,none,0.371,10,6-12m,2025-11-29,,false
SKY-01733,Sky Broadband,England,Retail,2025-12-27,OOC,2025-11-02,single,38.14,9,active,,,none,0.181,4,0-6m,2025-11-05,,false
SKY-01734,NOW TV,England,Retail,2025-11-28,rolling-monthly,,single,9.72,9,active,,,none,0.078,5,0-6m,2026-02-08,,false
SKY-01735,Sky Glass/Sky Q,England,Telesales,2025-05-20,OOC,2026-01-01,single,38.07,10,active,,,none,0.273,11,6-12m,2025-11-23,,false
SKY-01736,Sky Protect,England,Online,2025-11-19,in-contract,2027-11-09,single,23.52,6,active,,,none,0.065,5,0-6m,2025-11-14,,false
SKY-01737,Sky Broadband,England,Direct,2024-06-06,in-contract,2026-05-27,single,35.63,10,active,,,downgrade,0.185,22,1-2yr,2025-10-21,,false
SKY-01738,Sky Protect,Scotland,Retail,2025-12-11,in-contract,2026-12-06,single,15.85,10,active,,,none,0.041,4,0-6m,2025-10-15,,false
SKY-01739,NOW TV,England,Online,2024-06-27,rolling-monthly,,single,12.18,4,churned,2024-06-27,not_using,none,0.624,0,0-6m,2024-05-23,35,false
SKY-01740,Sky Mobile,England,Telesales,2025-01-09,rolling-monthly,,double,25.78,0,churned,2025-12-14,price,none,0.882,11,6-12m,2025-09-25,80,false
SKY-01741,Sky Mobile,England,Direct,2024-02-09,in-contract,2025-08-02,double,18.38,10,active,,,downgrade,0.325,26,2-5yr,2025-12-10,,false
SKY-01742,Sky Broadband,England,Retail,2024-02-04,in-contract,2025-07-28,single,31.03,9,active,,,none,0.106,26,2-5yr,2026-01-12,,false
SKY-01743,Sky Sports,England,Retail,2024-10-17,OOC,2026-01-01,triple,34.41,7,active,,,none,0.028,18,1-2yr,2026-02-09,,false
SKY-01744,Sky Protect,England,Telesales,2024-12-02,OOC,2025-07-05,single,20.34,6,churned,2026-02-05,moved,none,0.96,14,1-2yr,2026-02-04,1,false
SKY-01745,Sky Glass/Sky Q,England,Retail,2025-03-04,in-contract,2026-02-27,single,35.52,9,active,,,none,0.109,13,1-2yr,2025-12-28,,false
SKY-01746,Sky Broadband,England,Partner,2024-06-09,rolling-monthly,,single,42.77,10,churned,2025-06-08,price,none,0.796,12,1-2yr,2025-04-20,49,false
SKY-01747,Sky Mobile,England,Telesales,2024-11-27,in-contract,2026-11-17,double,48.96,3,active,,,none,0.088,17,1-2yr,2026-02-20,,false
SKY-01748,Sky Protect,England,Direct,2025-02-27,in-contract,2026-08-21,single,11.56,9,active,,,downgrade,0.356,14,1-2yr,2026-03-14,,false
SKY-01749,Sky Glass/Sky Q,England,Direct,2024-07-28,in-contract,2026-07-18,single,60.26,3,churned,2024-09-10,not_using,none,0.579,2,0-6m,2024-08-28,13,false
SKY-01750,Sky Protect,Scotland,Online,2025-02-21,in-contract,2027-02-11,single,10.45,1,active,,,none,0.33,14,1-2yr,2025-10-18,,false
SKY-01751,Sky Cinema,England,Retail,2025-04-21,rolling-monthly,,double,14.39,8,active,,,none,0.018,12,1-2yr,2026-02-17,,false
SKY-01752,Sky Mobile,England,Telesales,2025-04-16,rolling-monthly,,single,31.76,5,active,,,none,0.163,12,1-2yr,2026-01-08,,false
SKY-01753,NOW TV,England,Retail,2025-07-08,rolling-monthly,,single,7.12,8,churned,2025-09-01,found_better_deal,none,0.669,2,0-6m,2025-08-04,28,false
SKY-01754,Sky Glass/Sky Q,England,Online,2025-07-06,in-contract,2027-06-26,double,77.18,10,active,,,none,0.303,9,6-12m,2025-12-04,,false
SKY-01755,Sky Cinema,England,Telesales,2024-12-09,in-contract,2026-06-02,double,21.69,7,active,,,none,0.024,16,1-2yr,2025-11-25,,false
SKY-01756,Sky Cinema,England,Online,2024-09-16,in-contract,2026-09-06,single,13.83,10,active,,,none,0.169,19,1-2yr,2025-11-22,,false
SKY-01757,Sky Mobile,NI,Retail,2024-10-01,OOC,2025-05-06,triple,56.33,8,active,,,none,0.17,18,1-2yr,2025-12-16,,false
SKY-01758,Sky Sports,England,Online,2025-02-19,in-contract,2026-08-13,single,22.68,7,churned,2025-08-09,price,none,0.886,6,6-12m,2025-06-18,52,false
SKY-01759,Sky Sports,England,Direct,2024-03-09,OOC,2025-04-06,single,24.98,0,churned,2024-03-16,price,none,0.861,0,0-6m,2024-03-11,5,false
SKY-01760,Sky Protect,England,Direct,2024-05-09,in-contract,2025-10-31,single,22.14,4,active,,,none,0.118,23,1-2yr,2026-03-06,,false
SKY-01761,Sky Broadband,England,Retail,2024-01-22,rolling-monthly,,single,25.19,10,active,,,none,0.11,27,2-5yr,2025-12-19,,false
SKY-01762,Sky Cinema,England,Direct,2024-03-07,OOC,2025-07-05,single,14.16,9,churned,2024-06-22,financial_hardship,none,0.624,3,0-6m,2024-04-26,57,false
SKY-01763,NOW TV,NI,Partner,2024-07-08,rolling-monthly,,single,7.38,6,churned,2024-09-10,not_using,none,0.735,2,0-6m,2024-06-22,80,false
SKY-01764,Sky Sports,England,Direct,2024-07-17,in-contract,2026-01-08,double,32.68,6,churned,2024-07-19,found_better_deal,none,0.746,0,0-6m,2024-04-26,84,false
SKY-01765,Sky Cinema,England,Online,2024-08-23,in-contract,2026-02-14,triple,15.86,8,churned,2024-08-27,not_using,none,0.937,0,0-6m,2024-06-25,63,false
SKY-01766,NOW TV,England,Online,2024-03-25,rolling-monthly,,triple,15.18,10,churned,2024-04-10,price,none,0.616,1,0-6m,2024-01-16,85,false
SKY-01767,Sky Mobile,England,Retail,2024-02-18,in-contract,2026-02-07,double,33.76,6,active,,,none,0.142,26,2-5yr,2026-03-24,,false
SKY-01768,Sky Sports,England,Online,2024-04-25,in-contract,2025-04-20,single,27.52,8,churned,2025-06-12,not_using,none,0.703,14,1-2yr,2025-05-17,26,false
SKY-01769,Sky Sports,England,Retail,2025-02-27,in-contract,2027-02-17,single,21.62,9,active,,,none,0.128,14,1-2yr,2025-11-28,,false
SKY-01770,Sky Protect,England,Telesales,2024-07-28,in-contract,2025-07-23,single,12.21,9,active,,,upgrade,0.214,21,1-2yr,2025-12-03,,false
SKY-01771,NOW TV,England,Online,2024-08-21,rolling-monthly,,double,11.06,10,churned,2024-08-25,price,none,0.578,0,0-6m,2024-06-11,75,false
SKY-01772,Sky Sports,England,Retail,2025-09-08,in-contract,2027-03-02,double,22.38,4,active,,,none,0.069,7,6-12m,2025-11-24,,false
SKY-01773,Sky Sports,England,Retail,2025-10-27,in-contract,2027-10-17,single,26.92,7,active,,,none,0.377,6,6-12m,2026-03-02,,false
SKY-01774,Sky Protect,Wales,Telesales,2025-01-02,in-contract,2026-12-23,double,23.39,10,active,,,none,0.244,15,1-2yr,2026-01-20,,false
SKY-01775,Sky Protect,England,Retail,2025-02-11,rolling-monthly,,double,19.71,10,active,,,none,0.052,14,1-2yr,2026-01-09,,false
SKY-01776,Sky Cinema,England,Retail,2024-06-14,rolling-monthly,,single,14.97,7,churned,2024-08-26,price,none,0.739,2,0-6m,2024-07-04,53,false
SKY-01777,Sky Glass/Sky Q,England,Telesales,2024-10-13,in-contract,2026-10-03,triple,78.27,8,active,,,none,0.106,18,1-2yr,2026-02-12,,false
SKY-01778,Sky Protect,England,Online,2025-06-21,in-contract,2026-06-16,single,15.94,9,active,,,none,0.17,10,6-12m,2025-11-11,,false
SKY-01779,NOW TV,England,Online,2025-09-25,OOC,2026-01-01,single,5.58,7,churned,2025-10-08,financial_hardship,none,0.88,1,0-6m,2025-07-26,74,false
SKY-01780,Sky Sports,England,Retail,2024-11-05,OOC,2025-06-05,triple,34.91,8,churned,2025-12-08,price,none,0.556,13,1-2yr,2025-11-01,37,false
SKY-01781,Sky Mobile,Scotland,Retail,2025-12-31,in-contract,2027-12-21,triple,21.42,9,active,,,none,0.069,4,0-6m,2025-12-17,,false
SKY-01782,Sky Sports,England,Online,2024-09-02,in-contract,2025-08-28,double,28.44,3,active,,,none,0.047,19,1-2yr,2026-01-31,,false
SKY-01783,Sky Glass/Sky Q,England,Telesales,2025-05-31,OOC,2025-04-06,double,93.04,6,active,,,upgrade,0.46,11,6-12m,2025-12-10,,false
SKY-01784,Sky Sports,England,Online,2025-10-01,rolling-monthly,,single,19.48,8,active,,,none,0.081,6,6-12m,2025-11-24,,false
SKY-01785,Sky Mobile,England,Telesales,2025-05-26,in-contract,2026-05-21,double,34.74,9,active,,,none,0.033,11,6-12m,2026-02-24,,false
SKY-01786,Sky Mobile,England,Direct,2025-02-03,in-contract,2026-01-29,triple,49.24,8,active,,,none,0.567,14,1-2yr,2025-10-07,,false
SKY-01787,Sky Mobile,England,Direct,2025-06-23,OOC,2025-10-03,triple,44.28,6,active,,,none,0.445,10,6-12m,2025-11-08,,false
SKY-01788,Sky Glass/Sky Q,England,Online,2024-11-03,OOC,2025-05-06,triple,70.19,10,active,,,none,0.095,17,1-2yr,2026-03-26,,false
SKY-01789,Sky Cinema,England,Online,2024-03-25,OOC,2025-08-04,triple,24.62,10,active,,,none,0.371,25,2-5yr,2025-10-31,,false
SKY-01790,Sky Mobile,England,Partner,2025-11-01,rolling-monthly,,single,22.21,10,active,,,none,0.207,5,0-6m,2025-12-19,,false
SKY-01791,Sky Protect,England,Retail,2024-03-01,rolling-monthly,,triple,9.64,9,active,,,downgrade,0.392,25,2-5yr,2025-10-28,,false
SKY-01792,NOW TV,England,Online,2024-04-07,rolling-monthly,,single,12.61,10,churned,2025-03-05,found_better_deal,none,0.637,11,6-12m,2025-01-21,43,false
SKY-01793,Sky Protect,England,Telesales,2024-12-17,in-contract,2025-12-12,single,17.53,10,active,,,none,0.322,16,1-2yr,2026-02-13,,false
SKY-01794,Sky Cinema,England,Telesales,2024-07-22,OOC,2026-03-02,single,19.89,10,active,,,upgrade,0.187,21,1-2yr,2026-03-31,,false
SKY-01795,Sky Broadband,England,Online,2025-10-20,in-contract,2027-04-13,single,54.23,8,active,,,none,0.4,6,6-12m,2025-10-21,,false
SKY-01796,Sky Cinema,NI,Retail,2024-01-22,OOC,2025-12-02,double,17.57,9,active,,,none,0.175,27,2-5yr,2026-03-26,,false
SKY-01797,Sky Protect,England,Direct,2024-04-05,in-contract,2026-03-26,single,20.08,8,active,,,none,0.275,24,2-5yr,2025-10-18,,false
SKY-01798,Sky Broadband,England,Telesales,2025-01-04,in-contract,2026-12-25,single,28.15,6,active,,,none,0.108,15,1-2yr,2025-10-17,,false
SKY-01799,Sky Protect,England,Partner,2025-06-27,in-contract,2026-06-22,single,21.12,10,active,,,none,0.129,10,6-12m,2025-11-23,,false
SKY-01800,Sky Sports,England,Online,2024-01-04,OOC,2025-11-02,triple,32.97,10,active,,,none,0.547,27,2-5yr,2025-12-05,,false
SKY-01801,Sky Cinema,England,Retail,2024-09-07,OOC,2025-09-03,single,10.39,8,active,,,none,0.133,19,1-2yr,2026-01-04,,false
SKY-01802,Sky Protect,NI,Online,2024-10-28,in-contract,2026-10-18,single,20.88,10,active,,,none,0.11,18,1-2yr,2026-03-30,,false
SKY-01803,Sky Mobile,England,Telesales,2024-04-26,OOC,2025-07-05,double,20.62,8,churned,2024-07-21,found_better_deal,none,0.555,3,0-6m,2024-05-18,64,false
SKY-01804,Sky Cinema,Scotland,Retail,2025-11-03,in-contract,2027-10-24,single,14.02,10,active,,,none,0.127,5,0-6m,2026-03-26,,false
SKY-01805,Sky Broadband,England,Partner,2025-11-26,in-contract,2027-05-20,single,54.17,8,active,,,none,0.101,5,0-6m,2025-11-17,,false
SKY-01806,Sky Broadband,England,Telesales,2024-07-21,rolling-monthly,,double,46.76,0,churned,2025-08-27,not_using,none,0.682,13,1-2yr,2025-08-07,20,false
SKY-01807,Sky Glass/Sky Q,England,Online,2024-10-01,rolling-monthly,,single,55.48,5,active,,,upgrade,0.091,18,1-2yr,2025-10-29,,false
SKY-01808,Sky Mobile,England,Partner,2024-12-10,OOC,2026-01-01,double,21.0,10,active,,,none,0.209,16,1-2yr,2025-11-27,,false
SKY-01809,Sky Broadband,England,Direct,2024-07-15,OOC,2025-11-02,double,58.26,8,active,,,none,0.044,21,1-2yr,2026-03-23,,false
SKY-01810,Sky Mobile,England,Direct,2025-05-26,in-contract,2027-05-16,double,41.2,9,churned,2026-03-01,price,none,0.59,10,6-12m,2025-12-05,86,false
SKY-01811,Sky Protect,England,Direct,2025-12-11,in-contract,2027-12-01,double,21.14,7,active,,,none,0.215,4,0-6m,2025-10-06,,false
SKY-01812,Sky Broadband,Wales,Online,2025-05-12,in-contract,2027-05-02,single,50.77,10,active,,,none,0.135,11,6-12m,2025-11-06,,false
SKY-01813,Sky Broadband,England,Telesales,2025-12-13,OOC,2025-08-04,single,31.85,9,active,,,none,0.283,4,0-6m,2025-11-08,,false
SKY-01814,Sky Protect,Scotland,Retail,2024-09-26,in-contract,2025-09-21,single,20.21,0,active,,,none,0.112,19,1-2yr,2025-10-08,,false
SKY-01815,Sky Broadband,England,Online,2025-07-09,in-contract,2027-06-29,double,32.87,10,active,,,none,0.055,9,6-12m,2026-01-10,,false
SKY-01816,Sky Protect,England,Retail,2024-04-17,in-contract,2026-04-07,double,13.34,8,active,,,none,0.234,24,2-5yr,2025-11-13,,false
SKY-01817,Sky Protect,Scotland,Direct,2024-01-02,in-contract,2024-12-27,double,20.54,10,active,,,none,0.056,27,2-5yr,2026-02-28,,false
SKY-01818,NOW TV,England,Online,2024-11-29,rolling-monthly,,single,11.47,8,churned,2024-12-10,not_using,none,0.857,1,0-6m,2024-12-07,3,false
SKY-01819,NOW TV,England,Telesales,2025-06-30,OOC,2025-08-04,single,13.9,8,active,,,none,0.183,10,6-12m,2026-01-15,,false
SKY-01820,Sky Glass/Sky Q,England,Retail,2024-04-15,in-contract,2025-10-07,double,79.06,10,active,,,downgrade,0.12,24,2-5yr,2026-03-18,,false
SKY-01821,Sky Protect,England,Online,2025-12-15,rolling-monthly,,triple,13.26,10,active,,,none,0.497,4,0-6m,2025-10-22,,false
SKY-01822,Sky Broadband,England,Retail,2025-03-18,rolling-monthly,,double,62.36,9,active,,,none,0.239,13,1-2yr,2025-12-28,,false
SKY-01823,Sky Glass/Sky Q,Wales,Direct,2025-02-20,OOC,2025-09-03,single,69.24,8,active,,,none,0.178,14,1-2yr,2026-03-18,,false
SKY-01824,Sky Mobile,England,Online,2024-01-28,in-contract,2025-07-21,single,26.8,8,active,,,none,0.233,27,2-5yr,2025-12-20,,false
SKY-01825,Sky Glass/Sky Q,England,Online,2024-02-07,OOC,2025-12-02,single,66.65,10,active,,,none,0.082,26,2-5yr,2025-10-17,,false
SKY-01826,Sky Glass/Sky Q,England,Partner,2024-11-14,in-contract,2026-11-04,double,57.2,9,active,,,upgrade,0.117,17,1-2yr,2026-02-17,,false
SKY-01827,Sky Glass/Sky Q,England,Telesales,2025-02-03,in-contract,2027-01-24,double,47.64,9,active,,,none,0.109,14,1-2yr,2025-11-10,,false
SKY-01828,Sky Broadband,England,Telesales,2025-10-16,rolling-monthly,,single,42.71,7,active,,,none,0.155,6,6-12m,2025-12-11,,false
SKY-01829,NOW TV,Wales,Online,2024-12-02,rolling-monthly,,single,11.45,10,churned,2026-01-10,not_using,none,0.867,13,1-2yr,2025-12-21,20,false
SKY-01830,Sky Cinema,England,Direct,2025-12-17,in-contract,2027-06-10,single,11.12,9,active,,,none,0.513,4,0-6m,2025-12-22,,false
SKY-01831,Sky Mobile,England,Retail,2025-07-13,in-contract,2026-07-08,double,31.87,7,active,,,none,0.255,9,6-12m,2025-11-11,,false
SKY-01832,Sky Protect,England,Direct,2025-04-07,OOC,2025-05-06,single,9.37,10,active,,,none,0.148,12,1-2yr,2025-11-03,,false
SKY-01833,Sky Cinema,England,Retail,2024-04-21,in-contract,2025-04-16,double,17.04,10,active,,,none,0.302,24,2-5yr,2026-03-21,,false
SKY-01834,Sky Glass/Sky Q,England,Telesales,2025-09-21,in-contract,2027-03-15,single,74.65,10,active,,,none,0.226,7,6-12m,2026-01-17,,false
SKY-01835,Sky Glass/Sky Q,Scotland,Telesales,2025-01-30,in-contract,2027-01-20,single,36.69,8,active,,,none,0.415,15,1-2yr,2025-10-20,,false
SKY-01836,Sky Glass/Sky Q,England,Direct,2024-01-03,in-contract,2025-06-26,triple,45.56,7,churned,2025-07-24,financial_hardship,none,0.868,18,1-2yr,2025-06-01,53,false
SKY-01837,NOW TV,England,Telesales,2025-12-01,OOC,2025-09-03,double,13.82,5,churned,2026-03-13,not_using,none,0.851,3,0-6m,2026-02-23,18,false
SKY-01838,Sky Glass/Sky Q,England,Online,2025-12-15,in-contract,2027-12-05,triple,88.67,9,active,,,none,0.158,4,0-6m,2025-11-10,,false
SKY-01839,Sky Broadband,England,Telesales,2024-01-16,rolling-monthly,,single,41.69,7,churned,2025-12-23,price,downgrade,0.583,23,1-2yr,2025-12-08,15,false
SKY-01840,Sky Sports,England,Telesales,2024-08-07,rolling-monthly,,single,18.22,7,churned,2025-03-05,not_using,none,0.565,7,6-12m,2024-12-23,72,false
SKY-01841,Sky Mobile,England,Direct,2024-06-12,in-contract,2025-06-07,single,31.5,10,active,,,none,0.22,22,1-2yr,2025-11-09,,false
SKY-01842,Sky Broadband,England,Retail,2025-12-06,OOC,2025-12-02,single,27.23,4,active,,,none,0.271,4,0-6m,2025-11-11,,false
SKY-01843,Sky Cinema,England,Partner,2025-06-09,in-contract,2026-12-01,triple,15.6,6,active,,,none,0.485,10,6-12m,2025-11-30,,false
SKY-01844,Sky Protect,England,Telesales,2025-09-07,in-contract,2027-03-01,double,23.78,10,active,,,none,0.157,7,6-12m,2025-12-24,,false
SKY-01845,NOW TV,England,Retail,2024-02-24,rolling-monthly,,double,6.66,10,churned,2024-05-07,not_using,none,0.558,3,0-6m,2024-02-22,75,false
SKY-01846,Sky Glass/Sky Q,England,Online,2024-05-05,rolling-monthly,,single,61.43,10,active,,,downgrade,0.352,23,1-2yr,2026-02-22,,false
SKY-01847,Sky Mobile,England,Partner,2025-08-24,OOC,2025-12-02,triple,32.08,7,active,,,none,0.322,8,6-12m,2026-02-16,,false
SKY-01848,Sky Mobile,England,Direct,2025-01-06,OOC,2026-03-02,single,33.19,9,churned,2025-03-17,financial_hardship,none,0.67,2,0-6m,2025-02-03,42,false
SKY-01849,Sky Broadband,England,Direct,2025-10-08,OOC,2025-11-02,double,42.45,0,active,,,none,0.197,6,6-12m,2026-03-02,,false
SKY-01850,NOW TV,England,Telesales,2024-08-18,rolling-monthly,,single,9.72,3,churned,2024-09-28,not_using,none,0.962,1,0-6m,2024-08-04,55,false
SKY-01851,Sky Broadband,England,Direct,2025-08-05,rolling-monthly,,single,48.43,7,active,,,none,0.071,8,6-12m,2025-11-26,,false
SKY-01852,Sky Glass/Sky Q,England,Retail,2024-12-15,in-contract,2026-12-05,single,68.27,10,active,,,none,0.061,16,1-2yr,2026-02-11,,false
SKY-01853,Sky Mobile,England,Telesales,2024-07-27,in-contract,2026-01-18,triple,32.34,9,active,,,none,0.181,21,1-2yr,2026-01-01,,false
SKY-01854,Sky Mobile,England,Direct,2024-06-15,in-contract,2025-06-10,triple,56.33,8,active,,,none,0.154,22,1-2yr,2025-11-04,,false
SKY-01855,Sky Glass/Sky Q,Scotland,Online,2025-03-17,OOC,2025-04-06,single,48.31,9,active,,,none,0.218,13,1-2yr,2025-12-14,,false
SKY-01856,Sky Cinema,England,Retail,2024-01-06,rolling-monthly,,triple,15.9,5,active,,,none,0.227,27,2-5yr,2026-01-22,,false
SKY-01857,Sky Cinema,England,Direct,2024-06-04,in-contract,2026-05-25,single,12.47,9,active,,,none,0.043,22,1-2yr,2026-03-23,,false
SKY-01858,Sky Glass/Sky Q,England,Online,2025-08-14,in-contract,2026-08-09,double,57.75,9,active,,,none,0.007,8,6-12m,2026-01-22,,false
SKY-01859,Sky Sports,Scotland,Retail,2025-12-18,rolling-monthly,,double,33.91,7,churned,2026-02-08,found_better_deal,none,0.57,2,0-6m,2026-01-28,11,false
SKY-01860,Sky Protect,England,Online,2025-09-19,in-contract,2027-03-13,single,9.52,0,active,,,none,0.176,7,6-12m,2026-02-25,,false
SKY-01861,Sky Mobile,Wales,Partner,2025-11-20,OOC,2025-08-04,single,30.36,6,active,,,none,0.317,5,0-6m,2025-12-23,,false
SKY-01862,NOW TV,England,Telesales,2024-09-17,rolling-monthly,,single,13.46,7,churned,2025-08-08,financial_hardship,none,0.606,11,6-12m,2025-07-02,37,false
SKY-01863,Sky Broadband,England,Telesales,2024-10-28,OOC,2025-04-06,single,50.53,9,churned,2026-01-11,moved,none,0.841,15,1-2yr,2025-12-18,24,false
SKY-01864,Sky Sports,England,Online,2024-02-17,rolling-monthly,,triple,30.8,9,active,,,none,0.161,26,2-5yr,2026-01-09,,false
SKY-01865,Sky Cinema,England,Online,2025-08-11,in-contract,2027-02-02,single,12.96,8,active,,,none,0.217,8,6-12m,2025-11-12,,false
SKY-01866,Sky Glass/Sky Q,Scotland,Retail,2025-05-26,OOC,2025-06-05,double,65.64,10,active,,,none,0.1,11,6-12m,2026-03-05,,false
SKY-01867,Sky Protect,Scotland,Online,2024-11-08,in-contract,2026-10-29,single,14.4,9,active,,,none,0.077,17,1-2yr,2026-03-20,,false
SKY-01868,Sky Mobile,England,Telesales,2025-12-21,rolling-monthly,,single,35.29,7,active,,,none,0.12,4,0-6m,2026-04-01,,false
SKY-01869,Sky Protect,England,Direct,2024-04-01,in-contract,2026-03-22,single,20.92,5,active,,,upgrade,0.44,24,2-5yr,2026-03-14,,false
SKY-01870,Sky Protect,England,Telesales,2024-01-29,in-contract,2025-07-22,triple,13.34,9,active,,,none,0.183,27,2-5yr,2026-02-10,,false
SKY-01871,Sky Glass/Sky Q,England,Telesales,2024-02-17,in-contract,2026-02-06,single,45.96,5,churned,2025-03-25,found_better_deal,none,0.918,13,1-2yr,2025-03-15,10,false
SKY-01872,Sky Protect,England,Online,2025-08-21,in-contract,2027-08-11,single,10.79,8,active,,,none,0.048,8,6-12m,2026-01-09,,false
SKY-01873,NOW TV,England,Direct,2024-10-20,rolling-monthly,,single,5.8,8,churned,2024-11-27,not_using,none,0.987,1,0-6m,2024-09-04,84,false
SKY-01874,Sky Broadband,England,Online,2024-02-25,rolling-monthly,,single,40.33,7,active,,,none,0.349,26,2-5yr,2026-03-07,,false
SKY-01875,Sky Sports,England,Direct,2024-10-01,rolling-monthly,,single,21.9,6,churned,2025-03-15,not_using,none,0.725,5,0-6m,2025-03-01,14,false
SKY-01876,NOW TV,England,Online,2025-10-06,rolling-monthly,,double,14.88,8,churned,2026-03-28,moved,none,0.78,5,0-6m,2026-01-20,67,false
SKY-01877,NOW TV,England,Telesales,2024-09-24,rolling-monthly,,triple,8.06,10,churned,2026-02-17,not_using,none,0.795,17,1-2yr,2026-02-05,12,false
SKY-01878,Sky Glass/Sky Q,England,Direct,2024-03-23,in-contract,2025-09-14,triple,73.32,5,active,,,none,0.171,25,2-5yr,2026-03-19,,false
SKY-01879,Sky Mobile,England,Telesales,2025-12-16,rolling-monthly,,double,31.82,10,active,,,none,0.11,4,0-6m,2025-11-12,,false
SKY-01880,Sky Protect,England,Online,2025-03-31,in-contract,2026-03-26,double,9.98,8,active,,,none,0.289,13,1-2yr,2025-12-09,,false
SKY-01881,Sky Glass/Sky Q,England,Telesales,2025-03-05,in-contract,2027-02-23,single,63.32,9,active,,,upgrade,0.164,13,1-2yr,2026-01-15,,false
SKY-01882,NOW TV,England,Online,2024-09-11,OOC,2025-06-05,double,15.08,3,churned,2025-02-06,not_using,none,0.7,5,0-6m,2024-11-12,86,false
SKY-01883,NOW TV,England,Telesales,2025-08-26,rolling-monthly,,single,13.63,10,churned,2025-09-25,found_better_deal,none,0.563,1,0-6m,2025-07-28,59,false
SKY-01884,Sky Glass/Sky Q,England,Telesales,2025-07-17,OOC,2025-10-03,double,54.38,0,active,,,none,0.163,9,6-12m,2025-12-16,,false
SKY-01885,NOW TV,England,Telesales,2024-06-08,rolling-monthly,,single,10.37,10,churned,2024-08-14,found_better_deal,none,0.753,2,0-6m,2024-05-16,90,false
SKY-01886,Sky Protect,England,Direct,2024-10-26,in-contract,2026-04-19,double,19.84,10,active,,,none,0.276,18,1-2yr,2026-03-15,,false
SKY-01887,Sky Protect,England,Retail,2025-08-28,in-contract,2027-02-19,single,17.95,10,churned,2025-09-12,financial_hardship,none,0.928,1,0-6m,2025-06-14,90,false
SKY-01888,Sky Cinema,England,Retail,2025-02-07,OOC,2026-01-01,double,20.6,10,active,,,none,0.106,14,1-2yr,2026-02-01,,false
SKY-01889,Sky Cinema,England,Retail,2025-09-03,in-contract,2027-08-24,single,10.57,8,active,,,none,0.111,7,6-12m,2025-11-07,,false
SKY-01890,Sky Broadband,England,Online,2025-12-12,in-contract,2026-12-07,single,51.51,1,churned,2025-12-28,not_using,none,0.861,0,0-6m,2025-11-11,47,false
SKY-01891,Sky Protect,England,Online,2024-08-15,OOC,2025-09-03,single,25.83,6,active,,,upgrade,0.077,20,1-2yr,2025-10-10,,false
SKY-01892,Sky Mobile,England,Online,2025-10-11,in-contract,2027-04-04,single,15.4,7,active,,,none,0.47,6,6-12m,2026-01-17,,false
SKY-01893,Sky Cinema,England,Online,2025-11-13,in-contract,2026-11-08,single,13.53,9,active,,,none,0.067,5,0-6m,2026-02-06,,false
SKY-01894,Sky Mobile,England,Partner,2024-04-24,in-contract,2025-10-16,triple,25.12,9,active,,,upgrade,0.032,24,2-5yr,2025-11-12,,false
SKY-01895,Sky Glass/Sky Q,England,Online,2024-12-29,in-contract,2025-12-24,single,77.5,6,active,,,upgrade,0.079,16,1-2yr,2025-12-04,,false
SKY-01896,Sky Broadband,England,Direct,2024-06-04,in-contract,2025-05-30,triple,50.66,5,active,,,downgrade,0.445,22,1-2yr,2025-11-20,,false
SKY-01897,Sky Glass/Sky Q,Wales,Retail,2024-07-12,in-contract,2025-07-07,triple,58.21,8,churned,2024-12-22,price,none,0.712,5,0-6m,2024-12-03,19,false
SKY-01898,Sky Mobile,Wales,Online,2024-09-01,in-contract,2026-08-22,double,48.6,10,churned,2025-03-11,price,none,0.907,6,6-12m,2025-03-05,6,false
